"location_id","cp","direccion","horario","localidad","provincia","municipio","idmunicipio","idprovincia","idccaa","biodiesel","bioetanol","remision","gas_natural_comprimido","gas_natural_licuado","glp","gasoleo_a","gasoleo_b","gasoleo_premium","gasolina_95_e10","gasolina_95_e5","gasolina_95_e5_premium","gasolina_98_e10","gasolina_98_e5","hidrogeno"
"4375","02250","AVENIDA CASTILLA LA MANCHA, 26","L-D: 07:00-22:00","ABENGIBRE","ALBACETE","Abengibre","52","02","07",,,"dm",,,,"1.399","0.929",,,"1.449",,,,
"5122","02152","CR CM-332, 46,4","L-D: 7:00-23:00","ALATOZ","ALBACETE","Alatoz","53","02","07",,,"dm",,,,"1.559",,"1.619",,"1.609",,,,
"10765","02001","AVENIDA 1º DE MAYO, S/N","L-S: 08:00-22:00; D: 09:00-21:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.409",,"1.449",,"1.499",,,"1.609",
"12054","02001","CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5","L-D: 06:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.469",,"1.569",,"1.529",,,"1.679",
"13933","02001","CALLE FEDERICO GARCIA LORCA, 1","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.359",,,,"1.399",,,,
"4438","02001","CALLE FEDERICO GARCIA LORCA, 5","L-S: 05:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.465",,,,,,,,
"16011","02005","CALLE CONSTANTINO ROMERO, S/N","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.359",,,,"1.399",,,,
"5195","02005","CL PASEO DE LA CUBA, 15","L-D: 06:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,"0.929","1.469",,,,"1.529",,,"1.639",
"14123","02005","PASEO CUBA (LA), 36","L-D: 06:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,"0.974","1.499",,"1.609",,"1.546",,,"1.677",
"15000","02005","AVENIDA ESCRITOR RODRIGO RUBIO, 3","L-S: 09:00-21:30","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,"0.838","1.359",,"1.439",,"1.399",,,,
"4369","02005","AVENIDA MENÉNDEZ PIDAL, 58","L-D: 06:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.449",,"1.549",,"1.519",,,"1.629",
"5313","02002","CALLE HERMANOS FALCÓ, 2","L-D: 06:30-22:30","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.509",,"1.579",,"1.559",,,"1.689",
"5245","02006","CARRETERA JAEN KM. 2","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.469",,"1.549",,"1.539","1.579",,"1.649",
"5116","02006","CR N-322, 337,8","L-D: 06:30-21:30","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.489",,"1.559",,"1.559",,,"1.689",
"4428","02006","CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N","L-S: 07:00-23:00; D: 08:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.359",,"1.399",,"1.399",,,"1.559",
"4795","02006","CALLE ALMANSA, 2","L-D: 06:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.499",,"1.599",,"1.519",,,"1.629",
"4415","02006","AVDA. DE LOS TOREROS, S/N","L-D: 07:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.389",,"1.439",,"1.439",,,,
"5191","02006","PG CAMPOLLANO-P. 2-CT, S.N.","L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.479",,"1.549",,"1.519",,,"1.629",
"4416","02006","AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N","L-D: 07:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.389",,,,"1.439",,,,
"5222","02006","CALLE CTRA. DE JAEN, 79","L-D: 06:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.469",,,,"1.549",,,"1.679",
"5289","02006","CARRETERA N-322 KM. 359","L-V: 07:00-21:00; S-D: 09:00-14:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.469",,,,"1.519",,,"1.639",
"5208","02006","CR N-301, 244","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.489",,,,"1.529",,,"1.639",
"5318","02006","AVENIDA 1º DE MAYO, S/N","L-D: 07:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.409",,,,"1.459",,,,
"14377","02006","CARRETERA NACIONAL 322 PTO KM 347 KM. 347","L-S: 07:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.389",,,,,,,,
"5129","02099","CARRETERA NACIONAL 301 KM. 256","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.379",,,,"1.449",,,,
"11048","02004","CARRETERA N-322 KM. 349","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.539",,"1.609",,"1.539",,,"1.629",
"5272","02328","AVENIDA PRINCIPE, 2","L-D: 08:00-16:00","SANTA ANA","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.449","1.15","1.539",,"1.489",,,"1.599",
"4394","02140","CM. 3203 km 14,1","L-S: 07:00-14:00; D: 09:00-14:00","SALOBRAL (EL)","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.348","0.97","1.86",,"1.399",,,,
"8915","02099","CTRA.AGUASNUEVAS KM 0,25","L-D: 24H","SALOBRAL (EL)","ALBACETE","Albacete","54","02","07",,,"dm",,,,,"0.97",,,,,,,
"11087","02007","AUTOVIA A-31 KM. 69","L-D: 06:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,"0.929","1.489",,"1.579",,"1.539",,,"1.689",
"9546","02007","MADRID-CARTAGENA km 248,5","L-D: 06:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.479",,"1.559",,"1.519","1.579",,"1.629",
"11297","02007","MADRID-CARTAGENA km 248,5","L-V: 06:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.479",,"1.559",,"1.519",,,"1.629",
"13620","02007","POLIGONO CAMPOLLANO, 55","L-V: 05:30-23:00; S: 06:30-22:30; D: 07:30-21:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.459",,"1.509",,"1.509",,,"1.639",
"15547","02007","CALLE AUTOVIA, SN","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.389",,,,"1.449",,,,
"13930","02007","AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.399",,,,"1.499",,,,
"14612","02007","CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm","1.329","1.229",,,,,,,,,,
"13369","02007","AVENIDA PRIMERA, S/N","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.289",,,,"1.359",,,,
"4413","02007","POLIGONO CAMPOLLANO AVENIDA -0-, 69","L-V: 07:00-21:00; S-D: 09:00-14:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.379",,,,"1.539",,,,
"10129","02007","POLIGONO CAMPOLLANO C/.F, 13","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.319",,,,,,,,
"4417","02007","POLIGONO CAMPOLLANO AVENIDA 1, 0","L-V: 06:00-22:00; S: 06:00-14:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.379",,"1.429",,"1.439",,,,
"9601","02007","SECTOR PARCELA T-3 LOCAL52, 14","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.289",,"1.399",,"1.359",,,"1.559",
"4790","02007","CARRETERA C-M 332 KM. 2,6","L-D: 06:00-23:30","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.519","1.639","1.579",,"1.569",,,"1.689",
"12763","02007","AVENIDA 3ª ESQUINA C/ F Nº3, 3","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.369",,,,"1.439",,,,
"14287","02080","POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N","L-D: 06:30-22:30","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.509",,"1.579",,"1.559",,,"1.689",
"14465","02080","CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238","L-D: 07:00-22:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"dm",,,,"1.409",,,,"1.469",,,,
"5174","02080","AUTOVIA A-30 KM. 239,4","L-D: 24H","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.484",,"1.594",,"1.495",,,,
"5173","02080","AUTOVIA A-30 KM. 239,4","L-D: 07:00-23:00","ALBACETE","ALBACETE","Albacete","54","02","07",,,"OM",,,,"1.454",,"1.564",,"1.495",,,"1.645",
"4794","02124","CM-3203 km 41,9","L-D: 07:00-21:30","ALCADOZO","ALBACETE","Alcadozo","57","02","07",,,"dm",,,,"1.569","1.279","1.639",,"1.639",,,,
"8097","02210","CARRETERA CM-3201 47,1 KM. 47,1","L-D: 08:00-20:00","ALCALA DEL JUCAR","ALBACETE","Alcalá del Júcar","58","02","07",,,"dm",,,,"1.459",,,,"1.509",,,,
"5241","02300","CR N-322 276,5","L-D: 07:00-22:00","ALCARAZ","ALBACETE","Alcaraz","59","02","07",,,"dm",,,,"1.469",,"1.539",,"1.549",,,"1.699",
"5134","02330","CARRETERA 322 KM. 302","L-V: 07:00-17:00","JARDIN (EL)","ALBACETE","Alcaraz","59","02","07",,,"OM",,,,"1.449",,"1.519",,"1.489","1.539",,,
"4877","02640","CL AVDA. DE AYORA, S.N. A","L-D: 06:00-22:00","ALMANSA","ALBACETE","Almansa","60","02","07",,,"OM",,,"0.939","1.459",,"1.549",,"1.519",,,"1.629",
"4798","02640","AVENIDA MADRID, 11","L-D: 24H","ALMANSA","ALBACETE","Almansa","60","02","07",,,"OM",,,,"1.309",,"1.319",,"1.399","1.409",,,
"4872","02640","AVENIDA CIRCUNVALACION, 9","L-D: 24H","ALMANSA","ALBACETE","Almansa","60","02","07",,,"OM",,,,"1.309",,"1.319",,"1.399","1.409",,,
"14256","02640","AVENIDA INFANTE DON JUAN MANUEL, 8","L-D: 24H","ALMANSA","ALBACETE","Almansa","60","02","07",,,"dm",,,,"1.309",,,,"1.399",,,,
"14129","02640","CARRETERA N-430 BADAJOZ A VALENCIA KM. 594","L-D: 24H","ALMANSA","ALBACETE","Almansa","60","02","07",,,"dm",,,,"1.359","1.089",,,"1.419",,,,
"4799","02640","AUTOVIA A-31 KM. 143,350","L-D: 06:00-22:00","ALMANSA","ALBACETE","Almansa","60","02","07",,,"dm",,,,"1.459",,"1.559",,"1.519",,,"1.599",
"4788","02640","AVENIDA CIRCUNVALACION, 26","L-D: 06:00-22:00","ALMANSA","ALBACETE","Almansa","60","02","07",,,"dm",,,,"1.464",,"1.524",,"1.504",,,,
"4383","02640","AUTOVIA A-31 KM. 140","L-D: 07:00-23:00","ALMANSA","ALBACETE","Almansa","60","02","07",,,"OM",,,,"1.459",,"1.539",,"1.519",,,"1.659",
"16144","02640","AVENIDA AYORA CON AVENIDA ADOLFO SUAREZ, S/N","L-D: 24H","ALMANSA","ALBACETE","Almansa","60","02","07",,,"dm",,,,"1.309",,,,"1.399",,,,
"9035","02690","BONETE, S/Nº","L-D: 24H","ALPERA","ALBACETE","Alpera","61","02","07",,,"dm",,,,"1.32","0.915",,,"1.375",,,,
"4396","02320","N-322 km 326,2","L-D: 07:00-23:00","BALAZOTE","ALBACETE","Balazote","63","02","07",,,"dm",,,,"1.496","1.19",,,"1.569",,,,
"9254","02639","CAMINO DE LOS GONZALOS SN","L-D: 24H","BARRAX","ALBACETE","Barrax","66","02","07",,,"dm",,,,"1.293","0.942",,,,,,,
"4399","02639","CALLE ALBACETE, 57","L-D: 06:00-23:00","BARRAX","ALBACETE","Barrax","66","02","07",,,"dm",,,,"1.496","1.19",,,"1.569",,,,
"11364","02360","CARRETERA BIENSERVIDA KM. 10","L-D: 07:00-22:00","BIENSERVIDA","ALBACETE","Bienservida","67","02","07",,,"dm",,,,"1.364",,,,"1.364",,,,
"5268","02691","AUTOVIA A-31 KM. 126","L-D: 06:00-22:00","BONETE","ALBACETE","Bonete","69","02","07",,,"OM",,,,"1.469",,"1.519",,"1.519",,,"1.649",
"5269","02691","CR N-430, 566,3","L-D: 06:00-22:00","BONETE","ALBACETE","Bonete","69","02","07",,,"OM",,,,"1.469",,"1.539",,"1.519",,,"1.659",
"5282","02610","CALLE CARRETERA MUNERA, 2","S-D: 07:00-15:00","BONILLO (EL)","ALBACETE","Bonillo (El)","70","02","07",,,"OM",,,,"1.449","1.15","1.509",,"1.489",,,"1.599",
"4390","02151","AVDA. ALBACETE, 33","L-D: 07:00-23:00","CASAS DE JUAN NUÑEZ","ALBACETE","Casas de Juan Núñez","72","02","07",,,"dm",,,,"1.499","0.999",,,"1.549",,,,
"15626","02212","CARRETERA CASAS IBAÑEZ KM. 13,8","L-V: 08:00-13:30 y 15:00-18:00","CASAS DE VES","ALBACETE","Casas de Ves","74","02","07",,,"dm",,,,,"0.935",,,,,,,
"5204","02200","CARRETERA ALBACETE KM. 94","L-D: 07:00-21:00","CASAS-IBAÑEZ","ALBACETE","Casas-Ibáñez","75","02","07",,,"dm",,,,"1.489","1.169","1.549",,"1.549",,,"1.689",
"10953","02200","AVDA. DEL VINO, 10","L-D: 24H","CASAS-IBAÑEZ","ALBACETE","Casas-Ibáñez","75","02","07",,,"dm",,,,,"0.999",,,,,,,
"5323","02660","AVENIDA VALENCIA DE, 16","L-D: 06:00-22:00","CAUDETE","ALBACETE","Caudete","76","02","07",,,"dm",,,,"1.479",,"1.559",,"1.569",,,"1.699",
"5142","02660","CR N-344 DIRC.VALENCIA, KM.  118.3","L-D: 06:00-22:00","CAUDETE","ALBACETE","Caudete","76","02","07",,,"dm",,,,"1.519",,"1.609",,"1.589",,,"1.739",
"15047","02660","CARRETERA D12 ESTACION KM. 1","L-D: 24H","CAUDETE","ALBACETE","Caudete","76","02","07",,,"dm",,"1.199",,,,,,,,,,
"14203","02660","CARRETERA D-12 ESTACION KM. 32","L-D: 24H","CAUDETE","ALBACETE","Caudete","76","02","07",,,"dm",,,,"1.399","1.039",,,"1.479",,,,
"4820","02660","AUTOVIA A-31 KM. 167,50","L-D: 06:00-23:00","CAUDETE","ALBACETE","Caudete","76","02","07",,,"OM",,,,"1.469","1.14","1.519",,"1.519",,,"1.649",
"12074","02247","CALLE VIRGEN DE LAS NIEVES, 17","L-D: 24H","CENIZATE","ALBACETE","Cenizate","77","02","07",,,"dm",,,,"1.281","0.861",,,"1.367",,,,
"5170","02520","AUTOVIA A-31 KM. 86","L-D: 06:00-22:00","CHINCHILLA DE MONTE-ARAGO","ALBACETE","Chinchilla de Monte-Aragón","78","02","07",,,"OM",,,"0.939","1.489",,,,"1.529",,,"1.679",
"5171","02520","AUTOVIA A-31 KM. 86","L-D: 06:00-22:00","CHINCHILLA DE MONTE-ARAGO","ALBACETE","Chinchilla de Monte-Aragón","78","02","07",,,"OM",,,,"1.489",,"1.539",,"1.529",,,,
"5230","02520","Ctra. AB-430 KM 530,3","L: 06:00-22:00","CHINCHILLA DE MONTE-ARAGO","ALBACETE","Chinchilla de Monte-Aragón","78","02","07",,,"OM",,,,"1.499",,"1.549",,"1.539",,,"1.649",
"5196","02510","CL AVENIDA GENERALISIMO 107 (N-301 km 276)","L-D: 06:00-22:00","POZO BUENO","ALBACETE","Chinchilla de Monte-Aragón","78","02","07",,,"OM",,,,"1.499",,,,"1.529","1.589",,,
"4800","02695","AUTOVIA A31 KM. 111","L-V: 06:00-22:00; S-D: 07:00-22:00","VILLAR DE CHINCHILLA","ALBACETE","Chinchilla de Monte-Aragón","78","02","07",,,"dm",,,,"1.499",,"1.599",,"1.559",,,"1.699",
"5255","02430","CL BOLEA, 36 (CM-412 km 235,65)","L: 06:00-22:00","ELCHE DE LA SIERRA","ALBACETE","Elche de la Sierra","81","02","07",,,"OM",,,,"1.489","1.13",,,"1.509",,,"1.619",
"15394","02430","POLIGONO EL CAMPILLO A, 2","L-V: 08:00-21:00; S: 08:00-14:00","ELCHE DE LA SIERRA","ALBACETE","Elche de la Sierra","81","02","07",,,"dm",,,,"1.409",,,,"1.46",,,,
"10621","02651","LA HIGUERA, 000","L-D: 24H","FUENTE-ALAMO","ALBACETE","Fuente-Álamo","84","02","07",,,"dm",,,,"1.29","0.89",,,,,,,
"4422","02651","AVDA. DOCTOR PEREZ GIL, 25","L: 07:00-21:00","FUENTE-ALAMO","ALBACETE","Fuente-Álamo","84","02","07",,,"dm",,,,"1.499","1.099",,,"1.659",,,"1.82",
"4403","02260","N-322 (CORDOBA-VALENCIA) km 399","L-D: 07:00-20:00","FUENTEALBILLA","ALBACETE","Fuentealbilla","85","02","07",,,"dm",,,,"1.339","0.969",,,"1.409",,,,
"4841","02110","CR A-31, 235","L-D: 06:00-22:00","GINETA (LA)","ALBACETE","Gineta (La)","86","02","07",,,"OM",,,,"1.489",,,,"1.539","1.599",,"1.689",
"5237","02110","CR N-301, 231,8","L-D: 07:00-21:00","GINETA (LA)","ALBACETE","Gineta (La)","86","02","07",,,"OM",,,,"1.469",,"1.519",,"1.519",,,"1.629",
"4789","02253","CARRETERA NACIONAL 322 KM. 390","L: 06:00-22:00","GOLOSALVO","ALBACETE","Golosalvo","87","02","07",,,"dm",,,,"1.459",,"1.559",,"1.519",,,"1.691",
"4423","02400","MELCHOR  DE MACANAZ, 66","L: 06:00-23:00","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,,"1.479",,"1.579",,"1.509",,,"1.619",
"11181","02400","CARRETERA TORREUCHEA KM. 1","L-D: 24H","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,"0.999","1.599",,"1.699",,"1.699",,,"1.799",
"10575","02400","AUTOVIA A-30 KM. 322,5","L-D: 06:00-23:00","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,,"1.489",,"1.559",,"1.569",,,"1.699",
"14611","02400","AVENIDA LIBERTAD, 111","L-D: 24H","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,,"1.349",,,,"1.389",,,,
"5135","02400","CARRETERA N-301 KM. 316","L-D: 06:00-23:00","HELLIN","ALBACETE","Hellín","88","02","07",,,"OM",,,,"1.479",,,,"1.489",,,"1.599",
"14148","02400","CARRETERA N 301-A KM. S/N","L-D: 24H","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,,"1.359",,,,"1.429",,,,
"4806","02400","CARRETERA JAEN KM. 47","L-D: 08:00-21:00","HELLIN","ALBACETE","Hellín","88","02","07",,,"OM",,,,"1.449",,,,"1.489",,,"1.599",
"13229","02400","CARRETERA CM 412 KM. 273","L-D: 06:30-22:00","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,,"1.359",,,,"1.429",,,,
"4831","02400","CARRETERA MURCIA KM. 33","L-D: 06:00-23:00","HELLIN","ALBACETE","Hellín","88","02","07",,,"OM",,,,"1.459",,,,"1.489",,,"1.599",
"11142","02400","POLIGONO SAN RAFAEL 3ª FASE, SN","L-D: 24H","HELLIN","ALBACETE","Hellín","88","02","07",,,"dm",,,,"1.516",,,,,,,,
"5163","02420","CARRETERA DE HELLIN KM. 104","L-D: 06:00-23:00","ISSO","ALBACETE","Hellín","88","02","07",,,"OM",,,,"1.449","1.184",,,"1.489",,,"1.599",
"8895","02694","BALTASAR GONZALEZ SAEZ, 34 - 36","L-D: 24H","HIGUERUELA","ALBACETE","Higueruela","90","02","07",,,"dm",,,,"1.32","0.896",,,"1.376",,,,
"4852","02696","AUTOVIA A-31 KM. 103,150","L-D: 07:00-23:00","HOYA-GONZALO","ALBACETE","Hoya-Gonzalo","91","02","07",,,"dm",,,,"1.469",,"1.549",,"1.529",,,"1.679",
"4393","02434","CARRETERA A 45 KM. 39,8","L-D: 07:30-21:30","LETUR","ALBACETE","Letur","93","02","07",,,"dm",,,,"1.487","1.105",,,"1.517",,,,
"4371","02160","PASEO LIBERTAD, 62","L-D: 7:00-20:30","LEZUZA","ALBACETE","Lezuza","94","02","07",,,"dm",,,,"1.479",,,,"1.579",,,,
"10983","02230","CARRETERA C-3222 KM. 9","L-S: 07:00-15:00","MADRIGUERAS","ALBACETE","Madrigueras","96","02","07",,,"dm",,,,"1.429",,,,"1.499",,,,
"9252","02230","AVENIDA DE LEVANTE 27","L-D: 24H","MADRIGUERAS","ALBACETE","Madrigueras","96","02","07",,,"dm",,,,"1.345","0.944",,,,,,,
"5232","02230","AVENIDA LEVANTE, 15","L-D: 06:00-22:00","MADRIGUERAS","ALBACETE","Madrigueras","96","02","07",,,"OM",,,,"1.449","1.16",,,"1.489",,,,
"9250","02240","CAMINO HORTIGOSA, S/N","L-D: 24H","MAHORA","ALBACETE","Mahora","97","02","07",,,"dm",,,,"1.35","0.93",,,,,,,
"5277","02620","CARRERA N-301, 195,2","L-D: 06:00-22:00","MINAYA","ALBACETE","Minaya","99","02","07",,,"dm",,,,"1.469","1.119","1.539",,"1.559",,,"1.689",
"9219","02620","CARRETERA MADRID-CARTAGENA KM. S/N","L-D: 24H","MINAYA","ALBACETE","Minaya","99","02","07",,,"dm",,,,"1.35","0.99",,,,,,,
"10526","02650","CALLE CAPATAZ SANTIAGO, 91","L-D: 06:30-23:00","MONTEALEGRE DEL CASTILLO","ALBACETE","Montealegre del Castillo","102","02","07",,,"dm",,,,"1.289","0.919",,,,,,,
"5202","02650","CALLE CAPATAZ SANTIAGO, 23","L-D: 07:00-21:00","MONTEALEGRE DEL CASTILLO","ALBACETE","Montealegre del Castillo","102","02","07",,,"dm",,,,"1.479",,,,"1.559",,,,
"10015","02200","MEDIO DÍA 28","L-D: 24H","MOTILLEJA","ALBACETE","Motilleja","103","02","07",,,"dm",,,,,"0.92",,,,,,,
"12231","02612","CALLE COOPERATIVAS, 4","L-D: 24H","MUNERA","ALBACETE","Munera","104","02","07",,,"dm",,,,"1.459","1",,,"1.469",,,,
"5213","02612","CALLE POZO (EL), 106","L-D: 06:30-22:30","MUNERA","ALBACETE","Munera","104","02","07",,,"dm",,,,"1.389",,"1.439",,"1.439",,,,
"9982","02246","CTRA DE LEDAÑA S/N km S/N","L-D: 24H","NAVAS DE JORQUERA","ALBACETE","Navas de Jorquera","105","02","07",,,"dm",,,,"1.291","0.912",,,,,,,
"5265","02530","CR AB-702, 45,6","L-D: 07:00-21:00","NERPIO","ALBACETE","Nerpio","106","02","07",,,"OM",,,,"1.449","1.254",,,"1.489",,,"1.599",
"10619","02652","CRTA.CM km KM297,5","L-D: 07:00-21:00","ONTUR","ALBACETE","Ontur","107","02","07",,,"OM",,,,"1.449","1.174",,,"1.489","1.559",,,
"11340","02652","CAMINO DE HELLIN S/N","L-D: 24H","ONTUR","ALBACETE","Ontur","107","02","07",,,"dm",,,,"1.288","0.923",,,,,,,
"5270","02611","CARRETERA N 430 KM. 429","L-D: 07:30-20:30","OSSA DE MONTIEL","ALBACETE","Ossa de Montiel","108","02","07",,,"OM",,,,"1.449",,"1.499",,"1.489","1.549",,,
"14417","02120","AVENIDA GUARDIA CIVIL, S/N","L-D: 24H","PEÑAS DE SAN PEDRO","ALBACETE","Peñas de San Pedro","110","02","07",,,"dm",,,,"1.449",,,,"1.499",,,,
"4791","02692","CARRETERA FUENTEALAMO KM. 36","L-D: 24H","PETROLA","ALBACETE","Pétrola","112","02","07",,,"dm",,,,"1.449",,,,"1.509",,,,
"15290","02099","CALLE HERNAN CORTES, S/N","L-D: 08:00-20:00","POZO CAÑADA","ALBACETE","Pozo Cañada","114","02","07",,,"dm",,,,"1.28",,,,,,,,
"11977","02099","CALLE ANTONIO MACHADO, 2","L-V: 07:00-14:00; S: 09:00-14:00","POZO CAÑADA","ALBACETE","Pozo Cañada","114","02","07",,,"dm",,,,"1.469",,,,,,,,
"5238","02141","CR CM-313 61,7","L-D: 07:00-21:00","POZOHONDO","ALBACETE","Pozohondo","115","02","07",,,"dm",,,,"1.559","1.339",,,"1.599",,,,
"15840","02142","CALLE DISEMINADOS, 1","L-D: 07:00-10:00","NAVA DE ABAJO","ALBACETE","Pozohondo","115","02","07",,,"dm",,,,"1.429",,,,"1.404",,,,
"12334","02154","POLIGONO PARAJE RECIAL, 2","L-D: 24H","POZO-LORENTE","ALBACETE","Pozo-Lorente","116","02","07",,,"dm",,,,"1.349","0.905",,,,,,,
"4410","02327","CARRETERA M 313 KM. 50","L-D: 07:00-22:00","POZUELO","ALBACETE","Pozuelo","117","02","07",,,"dm",,,,"1.479","1.459",,,"1.569",,,"1.689",
"4793","02450","CARRETERA CM-412 KM. 199,5","L-D: 08:00-20:00","RIOPAR","ALBACETE","Riópar","119","02","07",,,"dm",,,,"1.539",,"1.639",,"1.589","1.639",,,
"4370","02340","CARRETERA NACIONAL 320 KM. 289","L-V: 07:00-21:00; S: 07:00-14:30; D: 07:00-21:00","ROBLEDO","ALBACETE","Robledo","120","02","07",,,"dm",,,,"1.399",,,,"1.399",,,,
"13480","02630","CARRETERA AB101 KM. 0,2","L-D: 24H","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm",,,,"1.299",,,,"1.339",,,,
"8958","02630","ALFREDO ATIENZA, 149-151","L-D: 24H","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm",,,,"1.269","0.885",,,,,,,
"14811","02630","POLIGONO AVENIDA PRIMERA, 17","L-D: 24H","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm","1.249","1.199",,,,,,,,,,
"4894","02630","CALLE ALFREDO ATIENZA, 156","L-D: 06:00-22:55","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"OM",,,,"1.489",,,,"1.539",,,"1.649",
"5316","02630","AUTOVIA A-31 KM. 34,50","L-D: 07:00-23:00","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm",,,,"1.499",,"1.589",,"1.559",,,"1.689",
"5317","02630","CARRETERA A-31 KM. 50","L-D: 07:00-23:00","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm",,,,"1.499",,"1.589",,"1.559",,,"1.689",
"4891","02630","CARRETERA MADRID CARTAGENA KM. 209","L-D: 06:00-22:00","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm",,,,"1.489",,"1.589",,"1.539",,,,
"5162","02630","CARRETERA CM-3114 KM. 0,1","L-V: 06:00-10:00; S: 06:00-14:00","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"OM",,,,"1.479",,,,"1.529",,,"1.639",
"9414","02630","CR NACIONAL 301 km 210,300","L-D: 24H","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"dm",,,,"1.24",,,,,,,,
"11427","02630","AUTOVIA A-31 KM. 40","L-D: 06:00-22:00","RODA (LA)","ALBACETE","Roda (La)","121","02","07",,,"OM",,,,"1.489",,"1.579",,"1.539",,,"1.689",
